##v1.0##
FDN,SUBTYPE,PATHNAME,DOMAIN,DOMAINCORREL,MNEMONIC,INDICATOR,FORMULA,COMMITMENTVALUE,COMMITMENTTHRESHOLD,EXCEPTIONTHRESHOLD,INDICATORTHRESHOLDB,INDICATORTHRESHOLDT3,MEASUREPROTOCOL,COS,ORIGINSITENAME,ORIGINFDN,ORIGINIP,DESTINATIONSITENAME,ENDFDN,TARGETIP,CORRELATIONBACKUPTYPE,VPN,NETWORKFDN,ORIGIN,ADMINADDRESS,MANUFACTURER
DI:ATAC.ZI:X.LIEN_RNIS:1081-STD-382832,LIEN_RNIS,,ATAC,,SECOURS-NAS 1081 ST MAUR,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1081,10.42.239.148,,,9.9.9.9,0,,,,10.42.239.148,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1082-STD-417107,LIEN_RNIS,,ATAC,,SECOURS-NAS 1082 CLERMONT BLATIN,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1082,10.43.186.208,,,9.9.9.9,0,,,,10.43.186.208,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1083-STD-383947,LIEN_RNIS,,ATAC,,SECOURS-NAS 1083 CRETEIL,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1083,10.45.8.32,,,9.9.9.9,0,,,,10.45.8.32,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1084-STD-429044,LIEN_RNIS,,ATAC,,SECOURS-NAS 1084 ST GERMAIN,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1084,10.43.206.108,,,9.9.9.9,0,,,,10.43.206.108,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1086-STD-415402,LIEN_RNIS,,ATAC,,SECOURS-NAS 1086 BILLOM,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1086,10.43.186.204,,,9.9.9.9,0,,,,10.43.186.204,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1087-STD-386368,LIEN_RNIS,,ATAC,,SECOURS-NAS 1087 PARIS AVRON,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1087,10.43.148.72,,,9.9.9.9,0,,,,10.43.148.72,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1088-STD-392959,LIEN_RNIS,,ATAC,,SECOURS-NAS 1088 PARIS TOLBIAC,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1088,10.44.123.4,,,9.9.9.9,0,,,,10.44.123.4,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1089-STD-429045,LIEN_RNIS,,ATAC,,SECOURS-NAS 1089 CLERMONT CHANL,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1089,10.44.214.4,,,9.9.9.9,0,,,,10.44.214.4,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1091-STD-383215,LIEN_RNIS,,ATAC,,SECOURS-NAS 1091 CHARENTON,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1091,10.45.8.24,,,9.9.9.9,0,,,,10.45.8.24,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1093-STD-384313,LIEN_RNIS,,ATAC,,SECOURS-NAS 1093 MARCOUSSIS,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1093,10.43.145.100,,,9.9.9.9,0,,,,10.43.145.100,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1095-STD-404354,LIEN_RNIS,,ATAC,,SECOURS-NAS 1095 LE PERRAY,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1095,10.43.197.112,,,9.9.9.9,0,,,,10.43.197.112,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1096-STD-404433,LIEN_RNIS,,ATAC,,SECOURS-NAS 1096 LA QUEUE LEZ,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1096,10.43.197.116,,,9.9.9.9,0,,,,10.43.197.116,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1097-STD-511445,LIEN_RNIS,,ATAC,,SECOURS-NAS 1097 ANET,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1097,10.44.201.128,,,9.9.9.9,0,,,,10.44.201.128,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1098-STD-380991,LIEN_RNIS,,ATAC,,SECOURS-NAS 1098 ORGERUS,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1098,10.43.197.80,,,9.9.9.9,0,,,,10.43.197.80,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1101-STD-394852,LIEN_RNIS,,ATAC,,SECOURS-NAS 1101 PARIS DAUMESNIL,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1101,10.43.148.88,,,9.9.9.9,0,,,,10.43.148.88,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1102-STD-404334,LIEN_RNIS,,ATAC,,SECOURS-NAS 1102 ALESIA,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1102,10.44.123.8,,,9.9.9.9,0,,,,10.44.123.8,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1103-STD-495120,LIEN_RNIS,,ATAC,,SECOURS-NAS 1103 NOISY LE SEC,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1103,10.43.88.196,,,9.9.9.9,0,,,,10.43.88.196,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1105-STD-404675,LIEN_RNIS,,ATAC,,SECOURS-NAS 1105 PARIS VOLTAIRE,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1105,10.43.95.144,,,9.9.9.9,0,,,,10.43.95.144,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1106-STD-393777,LIEN_RNIS,,ATAC,,SECOURS-NAS 1106 PARIS REUILLY,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1106,10.43.95.124,,,9.9.9.9,0,,,,10.43.95.124,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1107-STD-405758,LIEN_RNIS,,ATAC,,SECOURS-NAS 1107 PARIS BRUNE,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1107,10.44.123.12,,,9.9.9.9,0,,,,10.44.123.12,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1110-STD-439123,LIEN_RNIS,,ATAC,,SECOURS-NAS 1110 ARPAJON,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1110,10.43.248.36,,,9.9.9.9,0,,,,10.43.248.36,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1112-STD-441464,LIEN_RNIS,,ATAC,,SECOURS-NAS 1112 BESSE EN CHANDE,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1112,10.44.214.40,,,9.9.9.9,0,,,,10.44.214.40,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1114-STD-444782,LIEN_RNIS,,ATAC,,SECOURS-NAS 1114 BOEN,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1114,10.43.137.232,,,9.9.9.9,0,,,,10.43.137.232,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1116-STD-405457,LIEN_RNIS,,ATAC,,SECOURS-NAS 1116 SCEAUX CHARAIRE,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1116,10.42.233.196,,,9.9.9.9,0,,,,10.42.233.196,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1119-STD-412519,LIEN_RNIS,,ATAC,,SECOURS-NAS 1119 LHAY LES ROSES,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1119,10.42.238.156,,,9.9.9.9,0,,,,10.42.238.156,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1122-STD-411589,LIEN_RNIS,,ATAC,,SECOURS-NAS 1122 MONTFERMEIL,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1122,10.43.199.112,,,9.9.9.9,0,,,,10.43.199.112,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1123-STD-394067,LIEN_RNIS,,ATAC,,SECOURS-NAS 1123 MAUREPAS,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1123,10.43.141.72,,,9.9.9.9,0,,,,10.43.141.72,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1124-STD-386462,LIEN_RNIS,,ATAC,,SECOURS-NAS 1124 TALENCE GAMBETA,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1124,10.43.254.20,,,9.9.9.9,0,,,,10.43.254.20,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1125-STD-394298,LIEN_RNIS,,ATAC,,SECOURS-NAS 1125 BDX BENAUGE,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1125,10.44.9.8,,,9.9.9.9,0,,,,10.44.9.8,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1126-STD-382583,LIEN_RNIS,,ATAC,,SECOURS-NAS 1126 GRADIGNAN LAUR,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1126,10.43.254.52,,,9.9.9.9,0,,,,10.43.254.52,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1127-STD-416801,LIEN_RNIS,,ATAC,,SECOURS-NAS 1127 ORL BRAYE,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1127,10.45.11.8,,,9.9.9.9,0,,,,10.45.11.8,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1128-STD-417386,LIEN_RNIS,,ATAC,,SECOURS-NAS 1128 ORL OLIVET,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1128,10.42.194.236,,,9.9.9.9,0,,,,10.42.194.236,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1129-STD-413482,LIEN_RNIS,,ATAC,,SECOURS-NAS 1129 AMBOISE,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1129,10.43.207.48,,,9.9.9.9,0,,,,10.43.207.48,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1130-STD-404660,LIEN_RNIS,,ATAC,,SECOURS-NAS 1130 BEGLES,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1130,10.43.254.88,,,9.9.9.9,0,,,,10.43.254.88,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1131-STD-395020,LIEN_RNIS,,ATAC,,SECOURS-NAS 1131 MERIGNAC MONDE,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1131,10.43.254.128,,,9.9.9.9,0,,,,10.43.254.128,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1132-STD-393380,LIEN_RNIS,,ATAC,,SECOURS-NAS 1132 BAGNEUX,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1132,10.43.209.60,,,9.9.9.9,0,,,,10.43.209.60,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1134-STD-381313,LIEN_RNIS,,ATAC,,SECOURS-NAS 1134 JOUY EN JOSAS,RTD,,30000,,,30000,30000,IP,0,,DI:ATAC.ZI:X.RTCIS:1134,10.43.141.40,,,9.9.9.9,0,,,,10.43.141.40,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1135-STD-382843,LIEN_RNIS,,ATAC,,SECOURS-NAS 1135 VITRY SUR SEINE,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1135,10.45.8.28,,,9.9.9.9,0,,,,10.45.8.28,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1137-STD-393217,LIEN_RNIS,,ATAC,,SECOURS-NAS 1137 TALENCE,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1137,10.43.254.92,,,9.9.9.9,0,,,,10.43.254.92,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1138-STD-413128,LIEN_RNIS,,ATAC,,SECOURS-NAS 1138 TOURS LA GARE,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1138,10.43.207.44,,,9.9.9.9,0,,,,10.43.207.44,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1139-STD-417387,LIEN_RNIS,,ATAC,,SECOURS-NAS 1139 TOURS ST SYMPH,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1139,10.43.207.68,,,9.9.9.9,0,,,,10.43.207.68,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1140-STD-432401,LIEN_RNIS,,ATAC,,SECOURS-NAS 1140 TOURS RABELAIS,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1140,10.43.207.100,,,9.9.9.9,0,,,,10.43.207.100,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1141-STD-381397,LIEN_RNIS,,ATAC,,SECOURS-NAS 1141 BDX GRANDPARC,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1141,10.42.69.216,,,9.9.9.9,0,,,,10.42.69.216,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1142-STD-417899,LIEN_RNIS,,ATAC,,SECOURS-NAS 1142 LA FERTE AUBIN,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1142,10.42.194.240,,,9.9.9.9,0,,,,10.42.194.240,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1144-STD-445364,LIEN_RNIS,,ATAC,,SECOURS-NAS 1144 PARLY2,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1144,10.43.197.108,,,9.9.9.9,0,,,,10.43.197.108,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1145-STD-405631,LIEN_RNIS,,ATAC,,SECOURS-NAS 1145 BOULOGNE,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1145,10.41.154.160,,,9.9.9.9,0,,,,10.41.154.160,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1146-STD-404364,LIEN_RNIS,,ATAC,,SECOURS-NAS 1146 SCEAUX BLAGIS,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1146,10.43.209.136,,,9.9.9.9,0,,,,10.43.209.136,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1149-STD-388803,LIEN_RNIS,,ATAC,,SECOURS-NAS 1149 SUCY EN BRIE,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1149,10.45.8.36,,,9.9.9.9,0,,,,10.45.8.36,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1150-STD-396566,LIEN_RNIS,,ATAC,,SECOURS-NAS 1150 MERIGNAC ROBIN,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1150,10.43.254.100,,,9.9.9.9,0,,,,10.43.254.100,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1152-STD-409785,LIEN_RNIS,,ATAC,,SECOURS-NAS 1152 VERNEUIL2,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1152,10.43.206.80,,,9.9.9.9,0,,,,10.43.206.80,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1340-STD-563477,LIEN_RNIS,,ATAC,,SECOURS-NAS 1340 AUBAGNE,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1340,10.43.228.44,,,9.9.9.9,0,,,,10.43.228.44,cisco
DI:ATAC.ZI:X.LIEN_RNIS:1342-STD-631264,LIEN_RNIS,,ATAC,,SECOURS-NAS 1342  NOYELLES VERMEL,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:1342,10.48.110.40,,,9.9.9.9,0,,,,10.48.110.40,cisco
DI:ATAC.ZI:X.LIEN_RNIS:219B-STD-535989,LIEN_RNIS,,ATAC,,SECOURS-NAS 219 COURNON 2,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:219B,10.44.214.201,,,9.9.9.9,0,,,,10.44.214.201,cisco
DI:ATAC.ZI:X.LIEN_RNIS:4002-STD-433331,LIEN_RNIS,,ATAC,,SECOURS-NAS 4002 CERIZAY,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:4002,10.43.87.108,,,9.9.9.9,0,,,,10.43.87.108,cisco
DI:ATAC.ZI:X.LIEN_RNIS:4010-STD-413075,LIEN_RNIS,,ATAC,,SECOURS-NAS 4010 ORADOUR / GLANE,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:4010,10.44.119.64,,,9.9.9.9,0,,,,10.44.119.64,cisco
DI:ATAC.ZI:X.LIEN_RNIS:4019-STD-518225,LIEN_RNIS,,ATAC,,SECOURS-NAS 4019 SORIGNY,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:4019,10.42.143.116,,,9.9.9.9,0,,,,10.42.143.116,cisco
DI:ATAC.ZI:X.LIEN_RNIS:4020-STD-439019,LIEN_RNIS,,ATAC,,SECOURS-NAS 4020 MONTS,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:4020,10.42.143.112,,,9.9.9.9,0,,,,10.42.143.112,cisco
DI:ATAC.ZI:X.LIEN_RNIS:4023-STD-423064,LIEN_RNIS,,ATAC,,SECOURS-NAS 4023 VERETZ,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:4023,10.43.207.80,,,9.9.9.9,0,,,,10.43.207.80,cisco
DI:ATAC.ZI:X.LIEN_RNIS:4027-STD-409661,LIEN_RNIS,,ATAC,,SECOURS-NAS 4027 ROZAY EN BRIE,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:4027,10.43.194.176,,,9.9.9.9,0,,,,10.43.194.176,cisco
DI:ATAC.ZI:X.LIEN_RNIS:4029-STD-411751,LIEN_RNIS,,ATAC,,SECOURS-NAS 4029 TOURNAN EN BRI,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:4029,10.43.194.184,,,9.9.9.9,0,,,,10.43.194.184,cisco
DI:ATAC.ZI:X.LIEN_RNIS:4030-STD-422600,LIEN_RNIS,,ATAC,,SECOURS-NAS 4030 CORMEILLES,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:4030,10.43.105.204,,,9.9.9.9,0,,,,10.43.105.204,cisco
DI:ATAC.ZI:X.LIEN_RNIS:4032-STD-413039,LIEN_RNIS,,ATAC,,SECOURS-NAS 4032 PARIS ST MAUR,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:4032,10.43.95.136,,,9.9.9.9,0,,,,10.43.95.136,cisco
DI:ATAC.ZI:X.LIEN_RNIS:4082-STD-405640,LIEN_RNIS,,ATAC,,SECOURS-NAS 4082 PARIS DUPLEIX,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:4082,10.44.123.20,,,9.9.9.9,0,,,,10.44.123.20,cisco
DI:ATAC.ZI:X.LIEN_RNIS:4091-STD-433341,LIEN_RNIS,,ATAC,,SECOURS-NAS 4091 CHOLET,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:4091,10.44.161.48,,,9.9.9.9,0,,,,10.44.161.48,cisco
DI:ATAC.ZI:X.LIEN_RNIS:4092-STD-411259,LIEN_RNIS,,ATAC,,SECOURS-NAS 4092 DANEMARIE,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:4092,10.42.144.164,,,9.9.9.9,0,,,,10.42.144.164,cisco
DI:ATAC.ZI:X.LIEN_RNIS:4104-STD-413364,LIEN_RNIS,,ATAC,,SECOURS-NAS 4104 BOUSSAC,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:4104,10.44.119.68,,,9.9.9.9,0,,,,10.44.119.68,cisco
DI:ATAC.ZI:X.LIEN_RNIS:4105-STD-437684,LIEN_RNIS,,ATAC,,SECOURS-NAS 4105 TOURANGERIE,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:4105,10.42.143.104,,,9.9.9.9,0,,,,10.42.143.104,cisco
DI:ATAC.ZI:X.LIEN_RNIS:4121-STD-445001,LIEN_RNIS,,ATAC,,SECOURS-NAS 4121 LAGUIOLE,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:4121,10.43.215.28,,,9.9.9.9,0,,,,10.43.215.28,cisco
DI:ATAC.ZI:X.LIEN_RNIS:4121-STD-445002,LIEN_RNIS,,ATAC,,SECOURS-NAS 4121 LAGUIOLE,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:4121,10.43.215.28,,,9.9.9.9,0,,,,10.43.215.28,cisco
DI:ATAC.ZI:X.LIEN_RNIS:4127-STD-413420,LIEN_RNIS,,ATAC,,SECOURS-NAS 4127 BAZANCOURT,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:4127,10.42.154.148,,,9.9.9.9,0,,,,10.42.154.148,cisco
DI:ATAC.ZI:X.LIEN_RNIS:4132-STD-392989,LIEN_RNIS,,ATAC,,SECOURS-NAS 4132 CACHAN,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:4132,10.45.8.40,,,9.9.9.9,0,,,,10.45.8.40,cisco
DI:ATAC.ZI:X.LIEN_RNIS:4135-STD-511534,LIEN_RNIS,,ATAC,,SECOURS-NAS 4135 SARTENE,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:4135,10.42.31.168,,,9.9.9.9,0,,,,10.42.31.168,cisco
DI:ATAC.ZI:X.LIEN_RNIS:4142-STD-413037,LIEN_RNIS,,ATAC,,SECOURS-NAS 4142 SAINTAMAND,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:4142,10.43.100.104,,,9.9.9.9,0,,,,10.43.100.104,cisco
DI:ATAC.ZI:X.LIEN_RNIS:4146-STD-423233,LIEN_RNIS,,ATAC,,SECOURS-NAS 4146 VOUVRAY,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:4146,10.42.143.96,,,9.9.9.9,0,,,,10.42.143.96,cisco
DI:ATAC.ZI:X.LIEN_RNIS:4358-STD-1018089,LIEN_RNIS,,ATAC,,4358,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:4358,10.43.237.64,,,9.9.9.9,0,,,,10.43.237.64,cisco
DI:ATAC.ZI:X.LIEN_RNIS:4507-STD-675842,LIEN_RNIS,,ATAC,,SECOURS-NAS 4507 CHARMES,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTSNMP:4507,10.40.70.9,,,9.9.9.9,0,,,,10.40.70.9,bintec
DI:ATAC.ZI:X.LIEN_RNIS:CORBEIL1-STD-534919,LIEN_RNIS,,ATAC,,SECOURS-NAS CORBEIL,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:CORBEIL1,10.45.180.29,,,9.9.9.9,0,,,,10.45.180.29,cisco
DI:ATAC.ZI:X.LIEN_RNIS:MAGCA-STD-415932,LIEN_RNIS,,ATAC,,SECOURS-NAS MAG CA VIROFLAY,RTD,,30000,,,30000,30000,,ip,,DI:ATAC.ZI:X.RTCIS:MAGCA,10.43.197.152,,,9.9.9.9,0,,,,10.43.197.152,cisco
DI:ATAC.ZI:X.LIRT:1001-1,LIRT,,ATAC,,atacv-1001-Jitter128-D1,RTD,,60,,,90,30000,saa-jitt,104,,DI:ATAC.ZI:X.RTCIS:1001,10.43.209.36,,DI:ATAC.ZI:X.RTCIS:SHA-MAG,172.20.130.100,128,,,,10.43.209.36,cisco
DI:ATAC.ZI:X.LIRT:1001-2,LIRT,,ATAC,,atacv-1001-Jitter128-D2,RTD,,60,,,90,30000,saa-jitt,72,,DI:ATAC.ZI:X.RTCIS:1001,10.43.209.36,,DI:ATAC.ZI:X.RTCIS:SHA-MAG,172.20.130.100,128,,,,10.43.209.36,cisco
DI:ATAC.ZI:X.LIRT:1002-1,LIRT,,ATAC,,atacv-1002-Jitter128-D1,RTD,,60,,,90,30000,saa-jitt,104,,DI:ATAC.ZI:X.RTCIS:1002,10.43.210.20,,DI:ATAC.ZI:X.RTCIS:SHA-MAG,172.20.130.100,128,,,,10.43.210.20,cisco
DI:ATAC.ZI:X.LIRT:1002-2,LIRT,,ATAC,,atacv-1002-Jitter128-D2,RTD,,60,,,90,30000,saa-jitt,72,,DI:ATAC.ZI:X.RTCIS:1002,10.43.210.20,,DI:ATAC.ZI:X.RTCIS:SHA-MAG,172.20.130.100,128,,,,10.43.210.20,cisco
DI:ATAC.ZI:X.LIRT:1003-1,LIRT,,ATAC,,atacv-1003-Jitter128-D1,RTD,,60,,,90,30000,saa-jitt,104,,DI:ATAC.ZI:X.RTCIS:1003,10.42.237.228,,DI:ATAC.ZI:X.RTCIS:SHA-MAG,172.20.130.100,128,,,,10.42.237.228,cisco
DI:ATAC.ZI:X.LIRT:1003-2,LIRT,,ATAC,,atacv-1003-Jitter128-D2,RTD,,60,,,90,30000,saa-jitt,72,,DI:ATAC.ZI:X.RTCIS:1003,10.42.237.228,,DI:ATAC.ZI:X.RTCIS:SHA-MAG,172.20.130.100,128,,,,10.42.237.228,cisco
DI:ATAC.ZI:X.LIRT:1004-1,LIRT,,ATAC,,atacv-1004-Jitter128-D1,RTD,,60,,,90,30000,saa-jitt,104,,DI:ATAC.ZI:X.RTCIS:1004,10.42.237.180,,DI:ATAC.ZI:X.RTCIS:SHA-MAG,172.20.130.100,128,,,,10.42.237.180,cisco
DI:ATAC.ZI:X.LIRT:1004-2,LIRT,,ATAC,,atacv-1004-Jitter128-D2,RTD,,60,,,90,30000,saa-jitt,72,,DI:ATAC.ZI:X.RTCIS:1004,10.42.237.180,,DI:ATAC.ZI:X.RTCIS:SHA-MAG,172.20.130.100,128,,,,10.42.237.180,cisco
DI:ATAC.ZI:X.LIRT:1005-1,LIRT,,ATAC,,atacv-1005-Jitter128-D1,RTD,,60,,,90,30000,saa-jitt,104,,DI:ATAC.ZI:X.RTCIS:1005,10.42.237.184,,DI:ATAC.ZI:X.RTCIS:SHA-MAG,172.20.130.100,128,,,,10.42.237.184,cisco
DI:ATAC.ZI:X.LIRT:1005-2,LIRT,,ATAC,,atacv-1005-Jitter128-D2,RTD,,60,,,90,30000,saa-jitt,72,,DI:ATAC.ZI:X.RTCIS:1005,10.42.237.184,,DI:ATAC.ZI:X.RTCIS:SHA-MAG,172.20.130.100,128,,,,10.42.237.184,cisco
DI:ATAC.ZI:X.LIRT:1006-1,LIRT,,ATAC,,atacv-1006-Jitter128-D1,RTD,,60,,,90,30000,saa-jitt,104,,DI:ATAC.ZI:X.RTCIS:1006,10.44.173.200,,DI:ATAC.ZI:X.RTCIS:SHA-MAG,172.20.130.100,128,,,,10.44.173.200,cisco
DI:ATAC.ZI:X.LIRT:1006-2,LIRT,,ATAC,,atacv-1006-Jitter128-D2,RTD,,60,,,90,30000,saa-jitt,72,,DI:ATAC.ZI:X.RTCIS:1006,10.44.173.200,,DI:ATAC.ZI:X.RTCIS:SHA-MAG,172.20.130.100,128,,,,10.44.173.200,cisco
